Title,Poem,Poet,Emotion
Forget not Yet the Tried Intent,"Forget not yet the tried intent Of such a truth as I have meant; My great travail so gladly spent,             Forget not yet.    Forget not yet when first began The weary life ye know, since whan The suit, the service, none tell can;             Forget not yet.    Forget not yet the great assays, The cruel wrong, the scornful ways; The painful patience in denays,             Forget not yet.    Forget not yet, forget not this, How long ago hath been and is The mind that never meant amiss;             Forget not yet.    Forget not then thine own approved, The which so long hath thee so loved, Whose steadfast faith yet never moved;             Forget not this.",Sir  Thomas Wyatt,Anger
Admiral Nimitz,"Every day in summer I'd cross the border;he'd nod, pick up the horseshoes,hand me one, triple the sizeof my palm, and say, You first. We'd playaway the afternoon. Few wordspunctuated the clank of horseshoeagainst stake, until the fog rolled inand I'd retrace my steps home.I was five or six; he, white haired,however old that meant.One evening my father sat me down,spoke in the exaggerated toneadults adapt for children, askedif I knew who he was.Admiral Nimitz, of course, thoughI knew nothing of his commandof the Pacific Fleet and was less impressedthan if he'd landed a horseshoe.He was a calm man, a useful attributefor sending young men to their deaths.The only time I saw him upset,raccoons had invaded from their hideoutsin the hills, attacked the goldfish in his pond,leaving muddy footprints as they escaped.As far as I knew, this was his only defeat.",Carol V. Davis,Fear
Saving Minutes,"You were in bed.You heard your mother working in the kitchen.It was still light, the birds were bickering,the waterfall behind the house was falling.Its rushing lulled you,you loved the moment you lay in,and you counted the timefrom this instantto this,and put it awayto be lived on another night,your wedding night or some other nightthat needed all the luck,all the saved-up minutes you could bring it.Later you filled bottles in the streamand dated them and stored them in a cupboard.Months after, you retrieved themto stare at what time had done.You were eight, but already you knewit was working on you,each minute you passed through was gone.You didn’t want to give up your old clothes.You’d watch your mother wrapyour dresses in a box for another girland know that where their stripes and buttons wentwhat you’d lived in them followed.But those minutes in bed,minutes of utter safety,you heard the water fallingand didn’t want it to fall.You wanted to keep it,you saved yourself that minute.I don’t know if you still have itor if you’ve had to spend iton you or on me.But I know you still save minutesI used to think went unwatchedinto our account in timethat allows no withdrawals.You hold onto the slippers and letters,things that are leaving, things we’ve left,evidence we’re judged unfairly by.You have the picture, you and Pam in bluefishing in the stream below the pool,staring back at the camera half-abashed.Your jacket is still in the closet.You never wear it,you don’t even remember when you did,but it’s here to testifythe picture doesn’t lie—though the color’s different,your hair is shorter now,and the water in the poolis long gone downstream.",Jonathan Galassi,Joy
Parthenogenesis,"It’s easy to make more of myself by eating,and sometimes easy’s the thing.To be double-me, half the troublebut not lonely.Making cakes to celebrate any old day.Eating too much: the emperor of being used.Nature, mature and feminized,naturalizes me naturally by creatingthe feeling of being a natural woman,like a sixteen-year-old getting knocked upagain. To solve that problem,there’s the crispness of not eating,a pane of glass with a bloody-edgedbody, that is, having the baby at the promundetected and, in a trance of self-preservation,throwing it away in the girls’ room trash.Buried under paper towels, silent.Nothing could be better, for the teenager.For me, starving, that coreless, useful feeling,is not making myself smallerbut making myself bigger, inside.It’s prince and pauper both, it’s starving artistand good model in one masterpiece.It rhymes with marveling and that’s no accident.Fullness is dullness. Dreaming’s too easy.But sometimes I don’t care.Sometimes I put in just the right amount,but then I’m the worst kinds of patsy, a chumpgiving myself over to myself like a criminalto the law, with nothing to show for it.No reward, no news, no truth.It’s too sad to be so ordinary every day.Like some kind of employee.Being told what to do. Chop off a fingerto plant in fertilizer (that is, in used animalfood), to grow a finger tree.More fingers for me. Stop saying finger.I’m the one in charge here.Stop the madness and just eat the mirror.Put it in sideways or crush itinto a powder. It doesn’t hurt and it works.Mouth full, don’t talk.Nothing to say. I’ll be a whole new person.I’ll make her myself. Then we’ll walk away.We’ll say to each other how she’s changed.How we wouldn’t have recognized us.",Brenda Shaughnessy,Joy
Trying to Name What Doesn’t Change,"Roselva says the only thing that doesn’t changeis train tracks. She’s sure of it.The train changes, or the weeds that grow up spideryby the side, but not the tracks.I’ve watched one for three years, she says,and it doesn’t curve, doesn’t break, doesn’t grow.Peter isn’t sure. He saw an abandoned tracknear Sabinas, Mexico, and says a track without a trainis a changed track. The metal wasn’t shiny anymore.The wood was split and some of the ties were gone.Every Tuesday on Morales Streetbutchers crack the necks of a hundred hens.The widow in the tilted housespices her soup with cinnamon.Ask her what doesn’t change.Stars explode.The rose curls up as if there is fire in the petals.The cat who knew me is buried under the bush.The train whistle still wails its ancient soundbut when it goes away, shrinking backfrom the walls of the brain,it takes something different with it every time.",Naomi Shihab Nye,Fear
Firstlings,"(January 7, 1915)In the dregs of the year, all steam and rain,In the timid time of the heart again,When indecision is bold and thorough,And action dreams of a dawn in vain,I saw high up over Bloxham valeThe ploughshare tilt to the next long trail,And, spying a larder in every furrow,The wagtails crowd like a dancing hail!A second wonder there on the hill:Beneath the hedge, I saw with a thrillThe budding primroses laugh good-morrowFrom a deep cradle rocked by a rill!Wagtail smart in his belted blue,Primrose paying her gold ere due,—(Out upon Winter! Down with Sorrow!)These are the things that I know are true.",Louise Imogen Guiney,Fear
The Mothering Blackness,She came home running       back to the mothering blackness          deep in the smothering blacknesswhite tears icicle gold plains of her face          She came home runningShe came down creeping       here to the black arms waiting       now to the warm heart waitingrime of alien dreams befrosts her rich brown face          She came down creepingShe came home blameless       black yet as Hagar’s daughter       tall as was Sheba’s daughterthreats of northern winds die on the desert’s face          She came home blameless,Maya Angelou,Sadness
Vertigo,"After Hieronymus Bosch, “The Garden of Earthly Delights,” triptych right panelBut all dark notes are dismantledthere from the middle eardownward. Voyaged mind, cauldron skin.Can you claim anything is yours?The burning salt hourthrows its black broken-glass frame skyward.Left behindthe mum orchestra, body parts in periland animals dizzy forlust past all lostastronomy and wipeout,this naked edible overjoy, a kindof suicide in syllables, fifthpanic, fourth stall’s birds-fermata, thishalf ocean’s susurrus is coming over us in the picture.Can you akin? Can youhear it, pinned to the unseasonable underearth,an option for music and waterconstantly changing shape, an answerin dissonance? To hear desireis to wake yourself inside, upturned,long enough to knowtomorrow is exile. Chaos, body harp,and painted butt music, crowd-crawl, rosecrowned to the chest, rabbitcall and playing cards    ...    listen,I’m hell-humming inyour direction, giddy, I am too takento leave it alone, the willlocked in as if it is alreadyinside of me now: to fall.Let’s be clear,my darling, in the reelingcrave, spilled gut-platterof enclosed bones, inthe final flesh-clean drop, it soundslike fire risingwith the cliff’s updraft.",Elena Karina Byrne,Surprise
Trailer,"The guests are floating in the lobby,walking but also gliding to the front deskthen away, checking in, checking out,muscular souls adorned in cotton,wool, and rayon, chewing the futureinside their heads, slicing the airwith ironed pleats, avoiding the cameraat every turn so as, so as to get it rightthis time, which is the first time.“First cut, best cut!” the director shoutssince this is also a silent film for the deafand therefore everyone. His aimis to get the cast to see what they’vebeen missing, to disregard the very soundsthat they don’t hear to begin with,but would notice immediatelyif they were gone. See how they glideon the ether above the floor.The insouciance, Lord. The insouciance!They are all here in the magic of the set,every soul in the guise of a guestgoing about her business, a rendezvous here,as assignation there, the solitary sippingat the bar. Someone striking appearsat the door. The rain outside beats downon the streets with terrible force until allyou can hear is the roar of the sky as it passesabove, and then below, on its narrow tracks.",Chard DeNiord,Fear
Stolen Dress,"I was walking through a vast darknessin a dress studded with diamonds, the clothunder them like chain mail—metallic,form fitting like the sea to its horizon. I couldhear waves breaking on the shore and far offconcertina music drifting over the dunes. Whatwas I doing in high heels in sand in a diamond-studdeddress that had to be stolen? Fear washedthrough me, as if one of those waves hadrisen up and, against all the rules of waves,splashed me from the shouldersdown. I was wet with diamonds and fear.A small boat held offshore with its coldyellow light pointing a long watery finger at mewhile the stolen feeling of the dress sparkledmy location out into the universe. Thief! Thief!came an interplanetary cry, causing me togaze up into the star-brilliant firmament,for it wasn’t just a sky anymore. It hadtaken on biblical stature. How had Igotten into this dress, these unrulywaves, this queasy feeling I would befound out? Time to run! my heart said,pumping away under its brocadeof diamonds. Strange vacancies hadaccumulated after all my sleep-plunderednights. Thief! came the cry again, as ifI should recognize myself. And I did.I flung those high heels into the depths,took up my newfound identity, and withoutthe least remorse, began to run those diamondsright out of this world.",Tess Gallagher,Anger
Strolling,"Some places you could die in,                                                if you could just go on                                                living there.The boy, his legs bare and small,swinging in the stroller, sockless, suede-shoed feet touchingthe runner. He can walk, but the womankeeps him from runninginto the street. He won’t obeybut listens to everything we say. Head tilted, face changingwith the conversation. Green leaves leap through fences.Cars wait while we cross. And each bird the boy greetswith its name, “Bird,” flies away. The sky holds everything. The woman pushes her son’s son along. Her arms strong enough   to holdnine strong horses prancing.She’s given her money awaybecause someone had to burya child. That is the worst thing.A mother burying her child. I would never do that to her, even though it meanswhat it means.A thousand years from nowwhen I am only a dreamI will dream this dreamof strolling.Perhaps I am doing so now.",Angela Jackson,Fear
Apology for Apostasy?,"Soft songs, like birds, die in poison airSo my song cannot now be candy.Anger rots the oak and elm; roses are rare,Seldom seen through blind despair.And my murmur cannot be heardAbove the din and damn. The night is fullOf buggers and bastards; no moon or starsLight the sky. And my candy is deferredTill peacetime, when my voice shall be light,Like down, lilting in the air; then shall ISing of beaches, white in the magic sun,And of moons and maidens at midnight.",Etheridge Knight,Joy
Cossacks and Bandits,"I grew up in a village built on coal and labor.An outhouse on a dirt road by a water pumpglared at the whitewashed fences of uniformed yardsthat gaped like broken teeth in the mouths of miners.All summer we played Cossacks and Bandits,shot our symbolic rifles and revolversand when killed would crush a wild cherryin the breast pocket, the spot where the heart stopped.Who started it? The red spreading over white satinnever to be washed away completely,“I killed you! I killed you!” I screamedas he fell down. Men found him three years laterin the abandoned mine after an explosion,his clothes covered with coal dust and blood.Women howled like wolves. “It’s nothing,he’ll get up,” I thought, “it’s just that stupidwild cherry on his shirt.”",Katia Kapovich,Fear
A Knot of Worms,"As day began to break, we passedthe “honk for worms” sign,passed it honking againand again, to wake up the wormsmy dad said. It was onlyabout another half mile tothe aspen grove and our worm digs.The humus, spongy and almostblack, turned over easily.I used my bare hands to putsome moist earth into a coffee canand, as the aspen glitteredin the risen sun, I gentlyslid the fresh, fat bait into my container.I heard the worms still in the groundgurgle as they tried to escape,while the ones in the can beganto ball up as their numbers grew.Streamside, surrounded by mountainswith snow lingering into summer,I picked out a worm and my dadarranged it on the hook to savemy small fingers. Now you can purchasea time-share on that land.The colony of aspen, thinnedby the builders, continues totremble. No amount of honkingbrings back the worms.",Marsha Truman Cooper,Fear
First Morel,"Up from wood rot, wrinkling up from duff and homely damps, spore-born and cauled like a meager seer, it pushes aside earth to make a small place from decay. Bashful, it brings honeycombed news from below of the coming plenty and everything rising.",Amy Fleury,Fear
Early December in Croton-on-Hudson,"Spiked sun. The Hudson’sWhittled down by ice.I hear the bone diceOf blown gravel clicking. Bone-pale, the recent snowFastens like fur to the river.Standstill. We were leaving to deliverChristmas presents when the tire blewLast year. Above the dead valves pines paredDown by a storm stood, limbs bared . . .I want you.",Louise Glück,Fear
The Sun,"There is one mind in all of us, one soul,   who parches the soil in some nations but in others hides perpetually behind a veil;   he spills light everywhere, here he spilled some on my tie, but it dried before dinner ended.   He is in charge of darkness also, also in charge of crime, in charge of the imagination.   People fucking do so by flicking him off and on, off and on, with their eyelids   as they ascertain their love's sincerity. He makes the stars disappear, but he makes   small stars everywhere, on the hoods of cars, in the ommatea of skyscrapers or in the eyes   of sighing lovers bored with one another. Onto the surface of the world he stamps   all plants and animals. They are not gods but it is he who made us worshippers of every    bramble toad, black chive we find. In Idaho there is a desert cricket that makes   a clock-like tick-tick when he flies, but he is not a god. The only god is the sun,   our mind, master of all crickets and clocks.",Dan Chiasson,Joy
The Jaunt,"In party outfits, two by two or one by one(I was expected to go along as well),They step up the steep gangplank, hands onMetal railing. The river, youthful alsoIn midnight blue with sunset-tinted wavelets,Lets them borrow its broad backFor an evening’s unhurried round trip,Which won’t interrupt old river habits for long.Not the chop and churn of big propellersAs the rocking stern heaves off and wheels fanwiseInto the current, nor a short blast from the stack,Not the up-tempo drumbeat of the black-tie comboNor an answering fusillade of popped corks, not geysersOf laughter pitched flagpole high among flailingLimbs out on the polished floor nor the mixedBabble of sideline comment over bubbling glassesCan shake that seamless imperturbability. . . .When the springy net of sparkles has shrunk and fadedOut of sight, the last rough throb been coaxedFrom the tenor sax’s frog-in-the-throat, the finalNeedling tremolo of the clarinet been wrapped upIn distance, suddenly it is strange to be hereIn lilac afterglow with trout-leap and mayfly. . . .Strange, too, how our part of the river continuesTo trundle along its tonnages of water and motion.The unused ticket spins to the ground.As much as any person not two people canI miss the jaunt, for just this one hour of dusk. . . .Then, a veiled echo, my name called as I turnTo answer, eyes adjusting to where we areAt the pivot of night, the cusp of light.Light enough to feel our way back to the groveOf alders along the curving path beside the river;Light enough to recognize my life when I see it,Going in its direction, more or less at the same pace.",Alfred Corn,Joy
Being Chinese,"In Los Angeles airport I sitstunned by the English, lettersharsh things with no storiesI know. The food smells dead,metal forks and knives setfor making war against food.I am undone and done again,broken off from narrativesof birth and being, of limitsbroken by the genius of slaves.I stand here where I was born,and the masks wait for me.",Afaa Michael Weaver,Sadness
A Hot Time in a Small Town,"In this restaurant a plate of bluefish pâtéand matzos begin memorable meals. The cracker is ridged, seems planked, an old wallstreaked sepia, very nearly blackin Tigrett, Tennessee where it burned into a matzo’s twin. While waitingfor a Martha’s Vineyard salad, I rebuild the churchwith crackers, pâté as paste as a flaming dessert arrives at another table where dinersare ready for a second magnum of champagne; every dayis an anniversary; every minute, a commemorationso there is no reason to ever be sober to excuse incendiaries who gave up the bottle,threw alcohol at the church, spectacular reform in flames themselves ordinary—there’d been fire in that churchmany times, every Sunday and even at the Thursdaychoir rehearsals. For years there’d been a fired-up congregation so seething, neighborhoods they marched through ignitedno matter their intention; just as natural as summer.There were hot links as active as telephone lineswhose poles mark the countryside as if the nation is helplesswithout a crucifix every few yards; pity they are combustible and that fire itself is holy, that its smoke merges with atmosphere,that we breathe its residue, that when it is thick and black enoughto believe in, it betrays and chokes us; pitythat it is the vehicle that proves the coming of the Lord,the establishment of his kingdom, his superiority becausefire that maintains him disfigures us; when we try to embracehim; we find ourselves out on a limb    burning.  The meal tastes divine, simply divineand I eat it in the presence of a companion dark as scab,as if skin burned off was replaced as he healedwith this total-body scab under which he is pink as a pig, unclean at leastthrough Malachi. In my left hand, a dash of Lot’s wife; in my right, a millto freshly grind the devil, since fire is powerboth the supreme good and supreme evil are entitledto it; most of the time, what did it matterwho was in charge of Job?     Both burnt him.",Thylias Moss,Joy
Particular Beauties,"Whether it was a particular beautyStirred the tearfall from the eyelid’s rim,Rinsing the world once more with self,Was it not there the general peered,Thousand-eyed, down from the peakIn the last of all imaginary sunsets?The light divided in half, the halfDivided again in half, the wayZeno’s paradox makes nothing moveBecause an infinity of points betweenTarget and arrow, though never seen,Exists. And there is snow in a capsule,A solid floor of individualFlakes that, shaken, settle in a field—Parachutists growing where the grass,One moment before, was only natural.I am speaking now of the diminishmentOr enhancement of enchanted objects,Of how they turn into nothingnessOr burnish the imagination:A fire at the bottom of the sea,For instance, or a mind in spaceThinking its way into science fiction,Or, inside the skull, a little worldClinging, about to be thrown away—Miraculous lint under a bell.",Howard Moss,Fear
Lepanto,"White founts falling in the courts of the sun,And the Soldan of Byzantium is smiling as they run;There is laughter like the fountains in that face of all men feared,It stirs the forest darkness, the darkness of his beard,It curls the blood-red crescent, the crescent of his lips,For the inmost sea of all the earth is shaken with his ships.They have dared the white republics up the capes of Italy,They have dashed the Adriatic round the Lion of the Sea,And the Pope has cast his arms abroad for agony and loss,And called the kings of Christendom for swords about the Cross,The cold queen of England is looking in the glass;The shadow of the Valois is yawning at the Mass;From evening isles fantastical rings faint the Spanish gun,And the Lord upon the Golden Horn is laughing in the sun.Dim drums throbbing, in the hills half heard,Where only on a nameless throne a crownless prince has stirred,Where, risen from a doubtful seat and half attainted stall,The last knight of Europe takes weapons from the wall,The last and lingering troubadour to whom the bird has sung,That once went singing southward when all the world was young,In that enormous silence, tiny and unafraid,Comes up along a winding road the noise of the Crusade.Strong gongs groaning as the guns boom far,Don John of Austria is going to the war,Stiff flags straining in the night-blasts coldIn the gloom black-purple, in the glint old-gold,Torchlight crimson on the copper kettle-drums,Then the tuckets, then the trumpets, then the cannon, and he comes.Don John laughing in the brave beard curled,Spurning of his stirrups like the thrones of all the world,Holding his head up for a flag of all the free.Love-light of Spain—hurrah!Death-light of Africa!Don John of AustriaIs riding to the sea.Mahound is in his paradise above the evening star,(Don John of Austria is going to the war.)He moves a mighty turban on the timeless houri’s knees,His turban that is woven of the sunset and the seas.He shakes the peacock gardens as he rises from his ease,And he strides among the tree-tops and is taller than the trees,And his voice through all the garden is a thunder sent to bringBlack Azrael and Ariel and Ammon on the wing.Giants and the Genii,Multiplex of wing and eye,Whose strong obedience broke the skyWhen Solomon was king.They rush in red and purple from the red clouds of the morn,From temples where the yellow gods shut up their eyes in scorn;They rise in green robes roaring from the green hells of the seaWhere fallen skies and evil hues and eyeless creatures be;On them the sea-valves cluster and the grey sea-forests curl,Splashed with a splendid sickness, the sickness of the pearl;They swell in sapphire smoke out of the blue cracks of the ground,—They gather and they wonder and give worship to Mahound.And he saith, “Break up the mountains where the hermit-folk can hide,And sift the red and silver sands lest bone of saint abide,And chase the Giaours flying night and day, not giving rest,For that which was our trouble comes again out of the west.We have set the seal of Solomon on all things under sun,Of knowledge and of sorrow and endurance of things done,But a noise is in the mountains, in the mountains, and I knowThe voice that shook our palaces—four hundred years ago:It is he that saith not ‘Kismet’; it is he that knows not Fate ;It is Richard, it is Raymond, it is Godfrey in the gate!It is he whose loss is laughter when he counts the wager worth,Put down your feet upon him, that our peace be on the earth.”For he heard drums groaning and he heard guns jar,(Don John of Austria is going to the war.)Sudden and still—hurrah!Bolt from Iberia!Don John of AustriaIs gone by Alcalar.St. Michael’s on his mountain in the sea-roads of the north(Don John of Austria is girt and going forth.)Where the grey seas glitter and the sharp tides shiftAnd the sea folk labour and the red sails lift.He shakes his lance of iron and he claps his wings of stone;The noise is gone through Normandy; the noise is gone alone;The North is full of tangled things and texts and aching eyesAnd dead is all the innocence of anger and surprise,And Christian killeth Christian in a narrow dusty room,And Christian dreadeth Christ that hath a newer face of doom,And Christian hateth Mary that God kissed in Galilee,But Don John of Austria is riding to the sea.Don John calling through the blast and the eclipseCrying with the trumpet, with the trumpet of his lips,Trumpet that sayeth ha!      Domino gloria! Don John of AustriaIs shouting to the ships.King Philip’s in his closet with the Fleece about his neck(Don John of Austria is armed upon the deck.)The walls are hung with velvet that is black and soft as sin,And little dwarfs creep out of it and little dwarfs creep in.He holds a crystal phial that has colours like the moon,He touches, and it tingles, and he trembles very soon,And his face is as a fungus of a leprous white and greyLike plants in the high houses that are shuttered from the day,And death is in the phial, and the end of noble work,But Don John of Austria has fired upon the Turk.Don John’s hunting, and his hounds have bayed—Booms away past Italy the rumour of his raidGun upon gun, ha! ha!Gun upon gun, hurrah!Don John of AustriaHas loosed the cannonade.The Pope was in his chapel before day or battle broke,(Don John of Austria is hidden in the smoke.)The hidden room in man’s house where God sits all the year,The secret window whence the world looks small and very dear.He sees as in a mirror on the monstrous twilight seaThe crescent of his cruel ships whose name is mystery;They fling great shadows foe-wards, making Cross and Castle dark,They veil the plumèd lions on the galleys of St. Mark;And above the ships are palaces of brown, black-bearded chiefs,And below the ships are prisons, where with multitudinous griefs,Christian captives sick and sunless, all a labouring race repinesLike a race in sunken cities, like a nation in the mines.They are lost like slaves that sweat, and in the skies of morning hungThe stair-ways of the tallest gods when tyranny was young.They are countless, voiceless, hopeless as those fallen or fleeing onBefore the high Kings’ horses in the granite of Babylon.And many a one grows witless in his quiet room in hellWhere a yellow face looks inward through the lattice of his cell,And he finds his God forgotten, and he seeks no more a sign—(But Don John of Austria has burst the battle-line!)Don John pounding from the slaughter-painted poop,Purpling all the ocean like a bloody pirate’s sloop,Scarlet running over on the silvers and the golds,Breaking of the hatches up and bursting of the holds,Thronging of the thousands up that labour under seaWhite for bliss and blind for sun and stunned for liberty.Vivat Hispania!Domino Gloria!",G. K. Chesterton,Fear
The Measure of the Year,"A canoe made of horse ribs tipped over in the pasture.Prairie flowers took it for a meetinghouse.They grow there with a vengeance.Buck posts float across the flooded swampWhere my father rode in and under.Different horse.He held her head up out of the mudAnd said how he was sorryTill they came to pull him out.We found the white fillyOn the only hard ground by the south gate.He said she’d been a ghost from the start and he was right.We covered her with branches.There were things he had the wrong names forLike rose crystals. ThoughThey were about what you’d think from a name like that.He told us somewhere on Sand Creek PassWas a crystal that spelled our own initialsAnd we should try to find it.We walked through sagebrush and sand currents, looking.He said pasqueflowers and paintbrushWait till Easter to grow,Then they come up even with snow still on the ground.I thought I’d seen that happen.",James Galvin,Fear
"Hunters, Gatherers","1Late fall the white fur grew up your spinethick as the tail of a marten. You built up the fire,wrapped your legs with skins, but how thatchill wind broke through sill and jamb.We stuffed paper in every crevice — an uncle’s will,the writ that changed your name, a certificateof Degree of Indian Blood and one that said O positive. Stillwe shivered, your eyes yellow in the lantern’s light.Always, they were out there, in a field of bouldersthe size of bears hunched over. O, you were silkywith fur, with a sharp smell I could not get enough of.I fell into a dream of milk and skin,on the bed of pelts in the winter cabin. When I wokethey had taken you or you had gone with them.And didn’t I, so green with sleep, track youthe three days until new snow fell?2I packed flint and tinder and a compasswhose face shines in the lowest light.I learned a song to map the wayand one to call you back.I crouched over every footprint,sniffing.And herewas a broken branch and heresomething like hair caught by a bramble.I followed and followed — all the yellow hours,until I came to untouched earthand waitedin the clearing for the snow to come downwhiteas the winter blanket you long had wanted.3In the spring when youcome down hungry fromthat other mountainthe space between one riband the next deep enoughto lay my finger — how much of you willremain or linger — bone or mouth or memoryof the first sadness of humans?Will you dig from the crevicesthe paper where theywrote you down as thisinstead of that? Or startleat the clatter of plates?The creak of the wooden bed?Will your skin shake offits fur, your claws rememberthey were fingers? And the hands,meaty as paws, soften intowhat I once could stroke or suckle?",Janet McAdams,Fear
The Topography of History,"All cities are open in the hot season.Northward or southward the summer gives outFew telephone numbers but no one in our house sleeps.Southward that river carries its floodThe dying winter, the spring’s nostalgia:Wisconsin’s dead grass beached at Baton Rouge.Carries the vegetable loves of the young blondeGoing for water by the dikes of Winnetka or Louisville,Carries its obscure music and its strange humour,Its own disturbing life, its peculiar ideas of movement.Two thousand miles, moving from the secret northIt crowds the country apart: at last reachingThe lynch-dreaming, the demon-haunted, the murderous virgin SouthMakes its own bargains and says change in its own fashion.And where the Gulf choirs out its blue hosannasCarries the drowned men’s bones and its buried life:It is an enormous bell, rung through the country’s midnight.* * *Beyond the corrosive ironies of prairies,Midnight savannas, open vowels of the flat country,The moonstruck waters of the Kansas baysWhere the Dakotas bell and nuzzle at the north coast,The nay-saying desolation where the mind is lostIn the mean acres and the wind comes down for a thousand milesSmelling of the stars’ high pastures, and speaking a strange language—There is the direct action of mountains, a revolution,A revelation in stone, the solid decrees of past history,A soviet of language not yet cooled nor understood clearly:The voices from underground, the granite vocables.There shall that voice crying for justice be heard,But the local colorist, broken on cliffs of laughter,At the late dew point of pity collect only the irony of serene stars.* * *Here all questions are mooted. All battles joined.No one in our house sleeps.And the Idealist hunting in the high latitudes of unreason,By mummy rivers, on the open minds of curst lakesMirrors his permanent address; yet suffers from visionsOf spring break-up, the open river of history.On this the Dreamer sweats in his sound-proof tower:All towns are taken in the hot season.How shall that Sentimentalist love the Mississippi?His love is a trick of mirrors, his spit’s abstraction,Whose blood and guts are filing system forA single index of the head or heart’s statistics.Living in one time, he shall have no history.How shall he love change who lives in a static world?His love is lost tomorrow between Memphis andthe narrows of Vicksburg.But kissed unconscious between Medicine Bow and TombstoneHe shall love at the precipice brink who would love these mountains.Whom this land loves shall be a holy wanderer,The eyes burned slick with distances betweenKennebunkport and Denver, minted of transcience.For him shall that river run in circles andThe Tetons seismically skipping to their ancient compelling musicSend embassies of young sierras to nibble from his hand.His leaves familiar with the constant wind,Give, then, the soils and waters to command.Latitudinal desires scatter his seed,And in political climates sprout new freedom.But curst is the water-wingless foreigner from Boston,Stumping the country as others no better have done,Frightened of earthquake, aware of the rising waters,Calling out “O Love, Love,” but finding none.",Thomas McGrath,Surprise
"Idea 20: An evil spirit, your beauty, haunts me still","An evil spirit, your beauty, haunts me still,Wherewith, alas, I have been long possess'd,Which ceaseth not to tempt me to each ill,Nor gives me once but one poor minute's rest.In me it speaks, whether I sleep or wake;And when by means to drive it out I try,With greater torments then it me doth take,And tortures me in most extremity.Before my face it lays down my despairs,And hastes me on unto a sudden death;Now tempting me to drown myself in tears,And then in sighing to give up my breath.Thus am I still provok'd to every evilBy this good-wicked spirit, sweet angel-devil.",Michael Drayton,Fear
"Slam, Dunk, & Hook","Fast breaks. Lay ups. With Mercury'sInsignia on our sneakers,We outmaneuvered the footworkOf bad angels. Nothing but a hotSwish of strings like silkTen feet out. In the roundhouseLabyrinth our bodiesCreated, we could almostLast forever, poised in midairLike storybook sea monsters.A high note hung thereA long second. OffThe rim. We'd corkscrewUp & dunk balls that explodedThe skullcap of hope & goodIntention. Lanky, all hands& feet...sprung rhythm.We were metaphysical when girlsCheered on the sidelines.Tangled up in a falling,Muscles were a bright motorDouble-flashing to the metal hoopNailed to our oak.When Sonny Boy's mama diedHe played nonstop all day, so hardOur backboard splintered.Glistening with sweat,We rolled the ball offOur fingertips. TroubleWas there slapping a blackjackAgainst an open palm.Dribble, drive to the inside,& glide like a sparrow hawk.Lay ups. Fast breaks.We had moves we didn't knowWe had. Our bodies spunOn swivels of bone & faith,Through a lyric slipknotOf joy, & we knew we wereBeautiful & dangerous.",Yusef Komunyakaa,Surprise
A Hymn to Childhood,"Childhood? Which childhood?The one that didn’t last?The one in which you learned to be afraidof the boarded-up well in the backyardand the ladder in the attic?The one presided over by armed menin ill-fitting uniformsstrolling the streets and alleys,while loudspeakers declared a new era,and the house around you grew bigger,the rooms farther apart, with more and morepeople missing?The photographs whispered to each otherfrom their frames in the hallway.The cooking pots said your nameeach time you walked past the kitchen.And you pretended to be dead with your sisterin games of rescue and abandonment.You learned to lie still so longthe world seemed a play you viewed from the muffledsafety of a wing. Look! Inrun the servants screaming, the soldiers shouting,turning over the furniture,smashing your mother’s china.Don’t fall asleep.Each act opens with your motherreading a letter that makes her weep.Each act closes with your father falleninto the hands of Pharaoh.Which childhood? The one that never ends? O you,still a child, and slow to grow.Still talking to God and thinking the snowfalling is the sound of God listening,and winter is the high-ceilinged housewhere God measures with one eyean ocean wave in octaves and minutes,and counts on many fingersall the ways a child learns to say Me.Which childhood?The one from which you’ll never escape? You,so slow to knowwhat you know and don’t know.Still thinking you hear low songin the wind in the eaves,story in your breathing,grief in the heard dove at evening,and plentitude in the unseen birdtolling at morning. Still slow to tellmemory from imagination, heaven   from here and now,hell from here and now,death from childhood, and both of themfrom dreaming.",Li-Young Lee,Fear
My Generation Reading the Newspapers,"We must be slow and delicate; returnthe policeman's stare with some esteem,   remember this is not a shadow playof doves and geese but this is nowthe time to write it down, record the words—I mean we should have left some prideof youth and not forget the destiny of men   who say goodbye to the wives and homes   they've read about at breakfast in a restaurant:   ""My love.""—without regret or bitterness   obtain the measure of the stride we make,   the latest song has chosen a theme of love   delivering us from all evil—destroy. . . ?why no. . . this too is fanciful. . . funny how   hard it is to be slow and delicate in this,   this thing of framing words to mark this grave   I mean nothing short of blood in every street   on earth can fitly voice the loss of these.",Kenneth Patchen,Sadness
Way-Station,The incoherent rushing of the trainDulls like a drugged painNumbsTo an ether throbbing of inaudible drumsUnfoldsHush within hush until the night withholdsOnly its darkness.                            From the deepDark a voice calls like a voice in sleepSlowly a strange name in a strange tongue.AmongThe sleeping listeners a soundAs leaves stir faintly on the groundWhen snow falls from a windless sky—A stir    A sigh,Archibald MacLeish,Surprise
